ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10017483,Soie Maroon Solid Non-Wired Non Padded Everyday Bra CB-329DEEP,Soie,Women,790,5,Maroon solid full-coverage Everyday bra Non Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10017821,Parx Men Blue & Off-White Slim Fit Checked Casual Shirt,Parx,Men,764,5,"Blue and off-white checked casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue
10017597,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,699,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10000535,Parx Men Blue Printed Polo Collar T-shirt,Parx,Men,489,5,"Blue printed T-shirt, has polo collar and short sleeves",Blue
10017871,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,664,5,"Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10004381,Park Avenue Women Maroon Solid Sheath Dress,Park Avenue,Women,779,5,"Maroon solid woven sheath dress, has a V-neck, short sleeves, zip closure, straight hem", Maroon
10014825,AccessHer Gold-Plated & Red Enamelled Geometric Drop Earrings,AccessHer,Women,577,3,Gold-Plated and red enamelled geometric drop earrings Secured with a post and back, Red
10012801,SEJ by Nisha Gupta Set of 4 Blue & Green Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,4,Set content: 4 table mats Shape: Rectangle Colour: Blue and green Pattern: Printed Suitable For: 4 seater table Material: Cotton ,Blue
10017365,Story@home Green Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1799,5,Set content: 1 King bedsheet with 2 pillow coversQuality: SuperfineThread count: 210Colour: GreenPattern: Floral, Green
10013027,Sera Women Maroon Solid Wrap Top,Sera,Women,711,5,"Maroon solid woven wrap  top, has a V-neck, and short sleeves", Maroon
10017039,Campus Sutra Men Black & Off-White Standard Regular Fit Checked Casual Shirt,Campus Sutra,Men,599,5,"Black and off-white checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Black
10013657,PARFAIT Plus Size Nude-Coloured Solid Underwired Lightly Padded T-shirt Bra P5441,PARFAIT,Women,1609,2,Nude-coloured solid medium-coverage T-shirt braLightly Padded and Underwired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10017827,Parx Men Maroon Slim Fit Printed Casual Shirt,Parx,Men,752,5,"Maroon printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Maroon
10007721,her by invictus Women Beige & Brown Solid Cushioned Slip-On Shoes,her by invictus,Women,1379,6,"A pair of pointed closed toe beige slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole", Brown
10012793,SEJ by Nisha Gupta Set of 4 Pink Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,4,Set content: 4 table matsShape: RectangleColour: Pink Pattern: PrintedSuitable For: 4 seater tableMaterial: Cotton, Pink
10006033,ID Men Brown Comfort Sandals,ID,Men,956,5,A pair of brown comfort sandalsSynthetic upper with slip-on closureCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown
10013419,SEJ by Nisha Gupta Red & Black Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,"Set content: 1 open dry binColour: Red, black and whitePattern: Floral printShape: Rectangular", Red
10017677,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,734,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one pocket",Blue
10001781,Bubblegummers Girls Beige Embellished Open Toe Flats,Bubblegummers,Girls,399,7,"A pair of beige embellished open-toed flats, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 2 monthsWarranty provided by brand owner/manufacturer", Beige
10002791,JBN Creation Boys Green & Brown Sherwani Set,JBN Creation,Boys,1154,5,"Green and brown sherwaniGreen woven design sherwani, has a mandarin collar, a full button placket, a welt pocket, multipple slitsComes with a pocket squareA pair of brown mid-rise pyjama with gathers and pleats, has an elasticated waistband", Green
10005167,Gini and Jony Boys Navy Blue Printed Round Neck T-shirt,Gini and Jony,Boys,629,3,"Navy Blue printed T-shirt, has a round neck, short sleeves, and 1 pocket",Blue
10017455,DKNY Unisex Silver-Toned Textured Cabin Trolley Bag,DKNY,Unisex,14040,6,"Silver-toned textured cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Red
10013737,PARFAIT Plus Size Beige Self Design Underwired Lightly Padded Plunge Bra,PARFAIT,Women,1679,2,Beige self design medium-coverage Plunge bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10001345,JC Collection Women Black And Red Floral Printed Fit and Flare Dress,JC Collection,Women,6206,6,"Black and Green printed woven fit and flare dress, has a shirt collar, three-quarter sleeves, zip closure, an attached lining, and flared hem", Red
10003805,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1890,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumSwitch Type: Toggle Button, Gold
10002761,Rozia Deep Professions Hair Curler HR783,Rozia,Women,1043,5,Deep Professions Hair Curler HR783,
10007803,her by invictus Women Black Cushioned Slip-On Shoes,her by invictus,Women,1299,6,"A pair of pointed closed toe black slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole", Black
10018065,Puma Unisex White Smash Perf Sneakers,Puma,Unisex,2399,5,"Product Design DetailsClassic tennis-inspired silhouetteEasy slip-on structureLeather upper with full lace closureFull rubber outsole provides better grip and tractionPUMA No. 2 Logo across lateral upper, outsole, and tongue tabPerforated PUMA Formstrip designWarranty: 3 monthsWarranty provided by brand/manufacturerPRODUCT STORYThe PUMA Smash v2 is the latest interpretation of the PUMA Smash icon. The tennis-inspired silhouette features a soft leather upper with perforated PUMA Formstrip design. A classic look for everyday style.", White
10002467,Hoopers Men Black Textured Mid-Top Sneakers,Hoopers,Men,1679,7,"A pair of round-toe black sneakers, has mid-top styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Red
10000699,Lady Lyka Women Red and White Pack of 2 Beginners Bras ATHLETE-RED-WHT-Multi,Lady Lyka,Women,425,5,Pack of 2 Red and white solid medium-coverage beginners braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10005883,Difference of Opinion Men Black & Grey Colourblocked Round Neck T-shirt,Difference of Opinion,Men,499,5,"Black and grey colourblocked T-shirt, has a round neck, long sleeves", Black
10012617,Peter England Casuals Men Blue & White Slim Fit Printed Casual Shirt,Peter England Casuals,Men,832,5,"Blue and white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10000723,Lady Lyka Women Beige and Brown Pack of 2 Everyday Bras ENTIZER-11-SKN-BRN-Multi,Lady Lyka,Women,510,4,Pack of 2 Beige and brown solid medium-coverage Everyday braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Brown
10001209,Bubblegummers Boys Purple Printed Sports Sandals,Bubblegummers,Boys,699,7,A pair of purple sports sandalsSynthetic upper with velcro closureCushioned footbedPatterned rubber outsoleWarranty: 2 monthsWarranty provided by brand/manufacturer, Purple
10017593,Parx Men Navy Blue & Green Slim Fit Printed Casual Shirt,Parx,Men,979,5,"Navy Blue and green printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10006979,Honey by Pantaloons Women White Striped Shirt Style Top,Honey by Pantaloons,Women,359,5,"White and Red striped woven shirt style  top, has a mandarin collar, short sleeves, and button closure", White
10009775,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Low Distress Stretchable Jeans,SPYKAR,Women,1304,7,"Blue light wash 5-pocket high-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Blue
10009729,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Jeans,SPYKAR,Women,899,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10003077,Gini and Jony Girls White & Blue Printed A-Line Dress,Gini and Jony,Girls,734,4,"White and blue printed woven A-line dress, has shoulder straps with tie-up neck, sleeveless, an attached lining, and flared hem",Blue
10004167,HIGHLANDER Men Black Slim Fit Checked Regular Trousers,HIGHLANDER,Men,1299,5,"Black checked mid-rise regular trousers, has a button closure, four pockets", Black
10004119,HIGHLANDER Men Olive Green Striped Round Neck T-shirt,HIGHLANDER,Men,699,5,"Olive green and Navy Blue striped T-shirt, has a round neck, and short sleeves", Green
10001131,MANGO Women Black Slim Fit Solid Cargos,MANGO,Women,1716,7,"Black solid mid-rise cargos, has a waistband with belt loops, button closure, zip fly, and six pockets", Black
10005977,Difference of Opinion Men Mustard Yellow Solid Round Neck T-shirt With Side Strip Detail,Difference of Opinion,Men,499,5,"Mustard yellow solid T-shirt, has a round neck, long sleeves with side strip detail", Yellow
10006009,ID Men Black Solid Formal Leather Derbys,ID,Men,1416,5,"A pair of black round-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured TPR outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Black
10001665,Police Women Exotic Eau De Toilette 100 ml,Police,Women,1257,3,"NotesTop note: Green appleHeart note: Pepper, nutmeg, cardamom and jasmineBase note: Amber and musk",
10012859,JEWEL JUNCTION Black Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of black geometric solid cufflinksComes in a signature JEWEL JUNCTION case, Black
10016117,Pink Cow Girls Blue Fit and Flare Dress,Pink Cow,Girls,3800,3,"Blue embellished woven fit and flare %S, has a round neck, sleeveless, zip closure, an attached lining, and flared hem",Blue
10007829,her by invictus Women Dark Brown Solid Cushioned Mules,her by invictus,Women,1799,6,"A pair of dark brown solid pointed toe mules with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, no back strap detailSynthetic upperFoam cushioned footbedTextured and patterned outsole", Brown
10016697,Raymond Men Blue Solid Polo Collar T-shirt,Raymond,Men,899,5,"Blue solid T-shirt, has a polo collar, short sleeves",Blue
10008639,Xpose Women Olive Green Camouflage Print Skinny Fit Regular Shorts,Xpose,Women,734,5,"Olive green printed high-rise regular shorts, has an elasticated waistband with drawstring closure, two pockets", Green
10017755,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,804,5,"Blue printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue
10001203,Michael Kors Men Extreme Night Eau De Toilette Perfume 120 ml,Michael Kors,Men,5715,2,"Notes Top notes: Black pepper, Nutmeg, BergamotHeart notes: Cypress, Clary sage, Lily Base notes: Orris, Sandalwood, Cedar, Musk, Tonka Bean, Vanilla",
10016995,Campus Sutra Men Grey Solid Mandarin Collar T-shirt,Campus Sutra,Men,1299,5,"Grey solid T-shirt, has a mandarin collar, long sleeves", Grey
10012833,Crimsoune Club Men Navy Blue Slim Fit Mid-Rise Clean Look Jeans,Crimsoune Club,Men,2299,5,"Navy Blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Blue
10017875,Parx Men Yellow Slim Fit Solid Casual Shirt,Parx,Men,612,5,"Yellow solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Yellow
10017863,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,739,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10013525,PARFAIT Plus Size Off-White Lace Non-Wired Non Padded Bralette P5482,PARFAIT,Women,1679,3,Off-White lace full-coverage Bralette Non Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: Side Bone, Red
10017905,Parx Men Purple Slim Fit Self Design Casual Shirt,Parx,Men,647,5,"Purple self-design casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Purple
10003075,Gini and Jony Boys Black Regular Fit Solid Formal Trousers,Gini and Jony,Boys,1119,5,"Black solid mid-rise trousers, zip closure, and 4 pockets", Black
10012343,Lakme Absolute Matte Melt Liquid Lip Color 13 Pink Silk,Lakme,Women,400,4,Lakme Absolute Matte Melt Liquid Lip ColorShade name: 13 Pink Silk, Pink
10004137,HIGHLANDER Men Off-White & Yellow Slim Fit Checked Casual Shirt,HIGHLANDER,Men,699,5,"Off-White and yellow checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Yellow
10013251,TAYHAA Black & White Square Photo Frame,TAYHAA,Unisex,450,4,Set Content: 1 photo frameColour: Black and whiteFrame Pattern: SolidShape: SquareMaterial: Acrylic, Black
10001377,Shoe Couture Women Peach-Coloured Self-Striped Sneakers,Shoe Couture,Women,1439,7,"A pair of round-toe self-striped peach-coloured sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
10001483,Spray Vaporisateur Women Edp 100Ml,Michael Kors,Women,7920,2,"A modern scent of contrasting notes, this 'Spray Vapourisateur Women EDP' from Michael Kors will meet its match with the modern woman. This EDP is created by the harmonious fusing of aromatic notes of freesia, incense, Chinese osmanthus, tamarind, tuberose, iris, peony, orris root, calla lily, musk, cashmere wood and vetiver. This EDP comes in a minimal, premium bottle with a silver coloured cap. This EDP comes in a 100 ml pack.",
10004125,HIGHLANDER Men White & Blue Slim Fit Striped Casual Shirt,HIGHLANDER,Men,699,5,"White and blue striped casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue
10001561,DAVID BECKHAM Men Classic Blue Eau De Toilette 90ml,DAVID BECKHAM,Men,1740,5,"DAVID BECKHAM Men Classic Blue Eau De Toilette sprayMedium perfumeLasts for two to three hoursFruity fragranceNotes:Top notes: pineapple, grapefruit and violet leafHeart notes: geranium, clary sage and appleBase notes: cashmere, patchouli and moss",Blue
10012843,JEWEL JUNCTION Men Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,4,A pair of silver-toned and black geometric textured cufflinks, Silver
10003019,Gini and Jony Girls Blue & White Printed Round Neck T-shirt,Gini and Jony,Girls,559,3,"Blue and white printed T-shirt, has a round neck, and short sleeves",Blue
10003799,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1732,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White
10002763,Rozia Hair Crimper Corn Styler HR780,Rozia,Women,799,4,Hair Crimper Corn Styler HR780,
10014345,SHOWOFF Men Khaki Solid Slim Fit Regular Shorts,SHOWOFF,Men,791,5,"Khaki solid low-rise regular shorts, has four pockets, a button closure", Khaki
10016747,Vishudh Women Coral Embroidered Kurta with Palazzos,Vishudh,Women,1139,5,"Coral embroidered kurta with palazzos Coral A-line calf length kurta, has a round neck, three-quarter sleeves, flared hem Coral solid palazzos, slip-on closure", Red
10000591,Parx Men Green Tapered Fit Solid Regular Trousers,Parx,Men,804,5,"Green solid mid-rise regular trousers, has a button closure, four pocketsNote: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt.", Green
10002455,Blue Solid Pullover,GAS,Men,3294,6,"Keep yourself warm and look smart donning this grey sweater from GAS, featuring horizontal pinstripes. With full sleeves and knitted texture, this sweater is a great pick for mild winters. Team it with washed denims and sneakers. Contrast hem, cuffs and neck Knitted Horizontal pinstripes",Blue
10013679,PARFAIT Plus Size Navy Blue Solid Non-Wired Non Padded Everyday Bra P5641,PARFAIT,Women,1609,4,Navy blue solid full-coverage everyday bra with lace detailNon padded and non-wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: Side Bone,Blue
10002989,Gini and Jony Boys Grey Solid Regular Fit Regular Shorts,Gini and Jony,Boys,384,3,"Grey solid mid-rise regular shorts, has 3 pockets, and drawstring closure", Grey
10017059,Campus Sutra Men Black & Grey Melange Standard Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,449,5,"Black and grey melange colourblocked casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Black
10014897,ColorPlus Men Grey & Blue Regular Fit Checked Casual Shirt,ColorPlus,Men,1279,5,"Grey and blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10015155,Urban Dog Men Grey Solid Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Grey solid mid-rise sports shorts, has two pockets, a drawstring closure", Grey
10013573,PARFAIT Plus Size Women Burgundy Lace Boy Shorts 2805,PARFAIT,Women,899,2,"Burgundy lace low-rise boy shorts, has an inner elasticated waistband with bow detailing, double layered gusset", Burgundy
10012985,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of silver-toned geometric checked cufflinksComes in a signature JEWEL JUNCTION case, Silver
10013409,SEJ by Nisha Gupta Yellow & Pink Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,Set content: 1 open dry binColour: Yellow and pinkPattern: Bird printShape: Rectangular, Yellow
10013759,Ishin Women Pink & White Block Print Kurta with Palazzos,Ishin,Women,1474,6,"Pink and white Block printed kurta with palazzosPink and white printed straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsPink and white Printed palazzos, has elasticated waistband, slip-on closure", White
10012435,FIDO DIDO Men Grey Colourblocked Polo Collar T-shirt,FIDO DIDO,Men,1299,5,"Grey and black colourblocked T-shirt,has polo neck collar,short sleeves", Grey
10017449,DKNY Unisex Black Cabin Trolley Bag,DKNY,Unisex,13365,6,"Black textured cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, an inner mesh zip compartment, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Black
10013497,PARFAIT Plus Size Navy Blue  Grey Printed Underwired Non Padded Everyday Bra P5372,PARFAIT,Women,1749,3,Black and Green printed full-coverage Everyday bra with lace detailingNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,Blue
10000693,Lady Lyka Women White and Black Pack of 2 Everyday Bras MONALISA-WHT-BLK-Multi,Lady Lyka,Women,593,5,Pack of 2 Black and white solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Black
10017573,Soie Green Lace Non-Wired Non Padded full coverage Everyday Bra FB-705 Green,Soie,Women,988,5,Green lace full-coverage Everyday braNon Padded and Non-Wired seamless lace cupsRegular straps and back closureEliminates side bulgesDouble layered wingsThe cups contain sandwiched soft brushed fabric for no show apex., Green
10003815,Homesake Gold-Toned & Green Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1732,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and greenPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, Green
10000813,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-PPL-SKN,Lady Lyka,Women,425,5,Beige and Purple solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,
10001479,MIMOSA Beige Art Silk Woven Design Kanjeevaram Saree,MIMOSA,Women,1195,5,"Design Detail:Beige woven design saree, has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.Fabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers.", Beige
10009663,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Striped Jeans,SPYKAR,Women,1124,6,"Blue medium wash 5-pocket high-rise striped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10015993,Tokyo Talkies Women Teal & Red Floral Print Maxi Dress,Tokyo Talkies,Women,1299,5,"Teal and red printed woven maxi dress, has a mock neck, three-quarter sleeves, concealed zip closure,, flared hem", Red
10000715,Lady Lyka Women Beige and Burgundy Pack of 2 Everyday Bras ENTIZER-11-SKN-WHN-Multi,Lady Lyka,Women,510,4,Pack of 2 Beige and burgundy solid medium-coverage Everyday braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Beige
10002831,VASTRAMAY Boys Gold-Toned Self Design Kurta with Churidar & Jacket,VASTRAMAY,Boys,1469,4,"Gold-Toned self design kurta with churidarGold-Toned straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-Toned solid churidar, slip-on closureGold-toned Nehru jacket, has a mandarin collar, button closure, sleeveless, three pockets", Gold
10007591,her by invictus Women Nude-Coloured Cushioned Monks,her by invictus,Women,839,6,"A pair of round closed toe nude coloured monks with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, and closed backSynthetic Suede upperFoam Cushioned footbedTextured and patterned outsole", Red
10016685,Raymond Men Orange Solid Polo Collar T-shirt,Raymond,Men,809,5,T-shirt, Orange
10016721,Vishudh Women Peach-Coloured Floral Print Fit and Flare Dress,Vishudh,Women,1299,5,"Peach-Coloured printed woven fit and flare dress, has a mandarin collar, three-quarter sleeves, button closure,, flared hem", Red
10000403,Parx Men Green Printed Round Neck T-shirt,Parx,Men,503,5,"Green printed t-shirt, has a round neck, short sleeves", Green
10002711,Campus Sutra Men White & Blue Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,1299,5,"White and blue colourblocked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10006043,ID Men Brown Leather Sneakers,ID,Men,1192,5,"A pair of round-toe brown sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
10001363,DOROTHY PERKINS Women Burgundy Solid A-Line Skirt,DOROTHY PERKINS,Women,1299,7,"Burgundy solid knitted above knee A-line skirt with button detail on waistband, has a concealed zip closure, straight hem ", Burgundy
10004179,HIGHLANDER Men Black Slim Fit Striped Regular Trousers,HIGHLANDER,Men,1299,5,"Black striped mid-rise regular trousers, has a button closure, four pockets", Black
10012873,JEWEL JUNCTION Gold-Toned Rectangle Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned rectangle textured cufflinksComes in a signature JEWEL JUNCTION case, Gold
10002775,VASTRAMAY Men Coffee Brown Striped Straight Kurta,VASTRAMAY,Men,824,5,"Coffee Brown striped straight kurta,mandarin collar,long sleeves", Brown
10014765,AccessHer Gold-Plated & Green Embellished Goddess Lakshmi-Shaped Brooch,AccessHer,Women,625,4,"Antique gold toned and green saree pin with Lakshmi goddess temple design studded with stone, gold-platedSecured with a safety pin closure", Green
10003527,Gini and Jony Boys Navy Blue Regular Fit Solid Casual Shirt,Gini and Jony,Boys,719,3,"Navy Blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
10001475,MIMOSA Coral Pink Poly Crepe Checked Kanjeevaram Saree,MIMOSA,Women,1709,5,"Design Detail:Coral pink checked saree, has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.", Pink
10003723,MBE Black & Gold-Toned Printed Dupatta,MBE,Women,701,4,"Black printed dupatta, printed border", Black
10003827,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1836,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: CylinderShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White
10003511,Gini and Jony Boys Rust Red & Navy Blue Striped Round Neck T-shirt with Applique Detail,Gini and Jony,Boys,329,3,"Rust red and Navy Blue striped T-shirt with applique detail, has a round neck, and short sleeves",Blue
10004147,HIGHLANDER Men Off-White & Grey Slim Fit Checked Regular Trousers,HIGHLANDER,Men,1299,5,"Off-White and grey checked mid-rise regular trousers, has a button closure, four pockets", White
10017419,DKNY Unisex Gold-Toned & White Striped Medium Trolley Bag,DKNY,Unisex,14355,7,"Gold-toned and white striped medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps, one zip compartment on the flap with three zip pocketsWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", White
10000915,Kenneth Cole Women Brown Solid Backpack,Kenneth Cole,Women,2274,5,Brown solid backpackNon-Padded haul loop1 main compartment with zip closurePadded backPadded shoulder strap: Non-Padded, Brown
10018015,Puma Unisex Black Sneakers,Puma,Unisex,3199,5,"A pair of round-toe black sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
10004305,Park Avenue Women Coral Solid A-Line Top,Park Avenue,Women,509,5,Coral solid A-line  fit,
10017753,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,822,5,"Blue printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue
10012773,SEJ by Nisha Gupta Set of 4 Turquoise Blue & Pink Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,4,Set content: 4 table mats Shape: Rectangle Colour: Turquoise-blue and pink Pattern: Printed Suitable For: 4 seater table Material: Cotton ,Blue
10003413,Gini and Jony Girls White & Pink Cinched Waist Top,Gini and Jony,Girls,899,3,"White and Pink printed woven cinched waist top, has a round neck, and short sleeves", White
10012825,SEJ by Nisha Gupta Set of 6 Mustard & Pink Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table matsShape: RectangleColour: Mustard and pinkPattern: PrintedSuitable For: 6 seater tableMaterial: Cotton, Pink
10014761,AccessHer Gold-Plated & Green Embellished Kundan & Enamel Maang Tika,AccessHer,Women,259,3,"Gold-plated and green enamel and kundan embellished maang tika, has a teardrop-shaped designSecured with a fish-hook ear wire", Green
10017705,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,699,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10000561,Parx Men Blue Tapered Fit Solid Regular Trousers,Parx,Men,919,4,"Blue solid mid-rise regular trousers, has a button closure, four pocketsDisclaimer: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt.",Blue
10002103,Black Synthetic Sandals,Beli,Women,974,7,"Adding perfect class and elegance to your party look are these black coloured sandals from Beli. High on fashion and comfort, these sandals will allow you to step out in style. Featuring synthetic upper and resin sole, these open backs are worth investing in. Wear them perfectly with your party outfits to add a touch of glamour to your look.", Black
10003575,Gini and Jony Girls Peach-Coloured Embellished Top,Gini and Jony,Girls,489,3,"Peach-Coloured embellished knitted regular  top, has a round neck, and short sleeves", Red
10017663,Parx Men Pink Slim Fit Printed Casual Shirt,Parx,Men,679,5,"Pink printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Pink
10016999,Campus Sutra Men Black Solid Round Neck T-shirt,Campus Sutra,Men,699,5,"Black solid T-shirt, has a round neck, and long sleeves", Black
